PRNo,PRDate,DeptCode,DeptName,ProjectCode,ProjectName,ItemCode,ItemDescription,Vertical,RequestedQty,UOM,RequiredByDate,RequestedBy,Priority,Status
PR-30838,2026-02-08,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,43,Pcs,2026-02-16,Ekanta Soni,Medium,Converted to PO
PR-30839,2025-11-24,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5021,Adhesive Fevicol SH (5kg),Carpentry,28,Can,2025-12-11,Ria Bir,Medium,Converted to PO
PR-30840,2026-03-07,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5004,LED Flood Light 100W,Electrical,36,Nos,2026-04-04,Ekanta Soni,Medium,Converted to PO
PR-30841,2025-10-26,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5049,Deep Cycle Battery 200Ah,Batteries,11,Nos,2025-11-10,Baljiwan Bhandari,Low,Converted to PO
PR-30842,2025-11-23,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5005,Modular Switch 6A,Electrical,10,Nos,2025-12-22,Daksh Pandey,Medium,Converted to PO
PR-30843,2025-11-15,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5033,Solar Module 550Wp Bifacial,Solar Panels,16,Nos,2025-11-25,Michael Borra,High,Cancelled
PR-30844,2026-02-11,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5017,Door Lock Mortise Set,Carpentry,15,Set,2026-03-08,Daksh Pandey,Medium,Converted to PO
PR-30845,2026-04-05,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5027,Ready Mix Concrete M25,Road Construction Materials,1,Cum,2026-05-03,Benjamin Sengupta,Medium,Converted to PO
PR-30846,2025-09-05,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,34,Sheet,2025-10-02,Ria Bir,Low,Converted to PO
PR-30847,2026-07-11,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,53,Nos,2026-07-24,Yashica Rajagopalan,Low,Converted to PO
PR-30848,2026-06-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,9,Nos,2026-07-04,Ekanta Soni,Medium,Rejected
PR-30849,2025-12-27,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,35,Sheet,2026-01-24,Ekantika Mutti,Medium,Pending Approval
PR-30850,2025-12-23,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,12,Nos,2026-01-13,Warinder Chauhan,Medium,Converted to PO
PR-30851,2025-12-12,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5010,MCCB 200A,Electrical,5,Nos,2025-12-19,Aahana Hora,Medium,Converted to PO
PR-30852,2026-02-06,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,6,Drum,2026-03-02,Bhavini Bose,High,Converted to PO
PR-30853,2026-05-05,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,42,Ton,2026-06-02,Benjamin Sengupta,High,Converted to PO
PR-30854,2025-09-16,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5055,Sanitaryware Wash Basin,Plumbing Materials,33,Nos,2025-10-03,Benjamin Sengupta,Medium,Converted to PO
PR-30855,2026-06-13,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,11,Sheet,2026-07-04,Bhavini Bose,Medium,Converted to PO
PR-30856,2026-07-02,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,28,Coil,2026-07-25,Aahana Hora,Medium,Converted to PO
PR-30857,2025-11-10,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5004,LED Flood Light 100W,Electrical,47,Nos,2025-12-09,Riya Mitter,Low,Converted to PO
PR-30858,2026-05-27,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5002,MCB 32A Single Pole,Electrical,61,Nos,2026-06-22,Aahana Hora,Medium,Converted to PO
PR-30859,2026-06-10,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5046,Battery Rack 4-Tier MS,Batteries,26,Nos,2026-07-08,Riya Mitter,Medium,Converted to PO
PR-30860,2026-01-14,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,27,Ton,2026-01-26,Dayita Shenoy,Low,Converted to PO
PR-30861,2025-09-03,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5038,Combiner Box 6 in 1 out,Solar Panels,29,Nos,2025-10-01,Ekantika Mutti,Medium,Converted to PO
PR-30862,2026-06-24,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5056,Concealed Cistern with Frame,Plumbing Materials,37,Set,2026-07-10,Baljiwan Bhandari,Low,Converted to PO
PR-30863,2025-11-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5035,Module Mounting Structure (per kW),Solar Panels,8,kW Set,2025-12-06,Wakeeta Shetty,Medium,Converted to PO
PR-30864,2025-11-13,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,14,Ton,2025-11-24,Benjamin Sengupta,High,Converted to PO
PR-30865,2026-05-09,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,15,Nos,2026-05-31,Riya Mitter,High,Rejected
PR-30866,2025-10-02,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,29,Ton,2025-10-10,Dayita Shenoy,Medium,Converted to PO
PR-30867,2026-01-20,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5015,Hinges SS 4 inch,Carpentry,5,Pair,2026-02-11,Ekantika Mutti,High,Rejected
PR-30868,2025-09-09,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,16,Ton,2025-09-23,Riya Mitter,High,Converted to PO
PR-30869,2026-01-02,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,15,Coil,2026-01-18,Wakeeta Shetty,Medium,Converted to PO
PR-30870,2025-10-26,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,17,Ton,2025-11-25,Benjamin Sengupta,Medium,Converted to PO
PR-30871,2026-04-30,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5047,Battery Interconnect Cable Set,Batteries,17,Set,2026-05-14,Daksh Pandey,High,Converted to PO
PR-30872,2025-11-01,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5056,Concealed Cistern with Frame,Plumbing Materials,28,Set,2025-11-16,Daksh Pandey,Low,Converted to PO
PR-30873,2026-01-20,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5011,Cable Gland Brass 25mm,Electrical,4,Nos,2026-02-13,Benjamin Sengupta,Medium,Converted to PO
PR-30874,2025-09-14,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,6,Nos,2025-10-14,Bhavini Bose,Medium,Converted to PO
PR-30875,2025-10-31,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,12,Nos,2025-11-30,Wakeeta Shetty,Medium,Pending Approval
PR-30876,2025-11-18,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5048,Battery Monitoring System (BMS module),Batteries,40,Nos,2025-12-17,Michael Borra,Medium,Converted to PO
PR-30877,2026-01-15,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5034,String Inverter 50kW,Solar Panels,16,Nos,2026-02-13,Dayita Shenoy,Low,Converted to PO
PR-30878,2025-12-10,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,23,Nos,2025-12-29,Benjamin Sengupta,Medium,Converted to PO
PR-30879,2026-05-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5042,Tubular Battery 150Ah C10,Batteries,21,Nos,2026-06-05,Wakeeta Shetty,Medium,Converted to PO
PR-30880,2025-12-15,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5007,Junction Box IP65,Electrical,44,Nos,2025-12-26,Wakeeta Shetty,Medium,Converted to PO
PR-30881,2025-09-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,50,Mtr,2025-10-12,Ekanta Soni,Low,Converted to PO
PR-30882,2025-11-16,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5042,Tubular Battery 150Ah C10,Batteries,17,Nos,2025-12-04,Bhavini Bose,High,Converted to PO
PR-30883,2026-05-15,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5004,LED Flood Light 100W,Electrical,23,Nos,2026-06-10,Ria Bir,Medium,Converted to PO
PR-30884,2025-11-16,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,31,Nos,2025-12-05,Aahana Hora,High,Converted to PO
PR-30885,2026-03-28,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,23,Nos,2026-04-10,Baljiwan Bhandari,Low,Converted to PO
PR-30886,2025-09-03,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5058,Submersible Pump 1HP,Plumbing Materials,47,Nos,2025-09-18,Ekantika Mutti,Low,Converted to PO
PR-30887,2026-03-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5011,Cable Gland Brass 25mm,Electrical,29,Nos,2026-04-19,Yashica Rajagopalan,High,Converted to PO
PR-30888,2026-01-07,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,22,Pair,2026-01-16,Warinder Chauhan,Low,Converted to PO
PR-30889,2026-04-29,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,8,Coil,2026-05-18,Benjamin Sengupta,Medium,Converted to PO
PR-30890,2026-02-22,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,42,Bag,2026-03-02,Bhavini Bose,High,Converted to PO
PR-30891,2025-10-19,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,26,Nos,2025-11-17,Dayita Shenoy,Medium,Converted to PO
PR-30892,2025-10-13,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,18,Nos,2025-11-08,Daksh Pandey,Medium,Converted to PO
PR-30893,2026-04-01,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5037,MC4 Connector Pair,Solar Panels,51,Pair,2026-04-11,Ekanta Soni,Medium,Converted to PO
PR-30894,2026-03-08,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5038,Combiner Box 6 in 1 out,Solar Panels,14,Nos,2026-04-03,Michael Borra,Low,Converted to PO
PR-30895,2025-12-09,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5038,Combiner Box 6 in 1 out,Solar Panels,43,Nos,2025-12-21,Michael Borra,Low,Converted to PO
PR-30896,2025-11-06,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5046,Battery Rack 4-Tier MS,Batteries,21,Nos,2025-11-29,Yashica Rajagopalan,High,Converted to PO
PR-30897,2026-03-04,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5035,Module Mounting Structure (per kW),Solar Panels,47,kW Set,2026-03-23,Baljiwan Bhandari,High,Converted to PO
PR-30898,2026-04-12,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5034,String Inverter 50kW,Solar Panels,10,Nos,2026-05-07,Bhavini Bose,Low,Converted to PO
PR-30899,2025-10-30,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5042,Tubular Battery 150Ah C10,Batteries,36,Nos,2025-11-13,Dayita Shenoy,High,Converted to PO
PR-30900,2025-10-23,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5042,Tubular Battery 150Ah C10,Batteries,41,Nos,2025-11-20,Yashica Rajagopalan,Medium,Converted to PO
PR-30901,2026-06-26,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5054,Water Tank 1000L HDPE,Plumbing Materials,13,Nos,2026-07-08,Baljiwan Bhandari,Medium,Converted to PO
PR-30902,2025-12-04,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,12,Pcs,2025-12-18,Michael Borra,Medium,Converted to PO
PR-30903,2025-12-20,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5034,String Inverter 50kW,Solar Panels,10,Nos,2026-01-05,Yashica Rajagopalan,High,Converted to PO
PR-30904,2025-11-12,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,9,Pcs,2025-12-11,Riya Mitter,Medium,Converted to PO
PR-30905,2025-12-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,15,Ton,2025-12-27,Benjamin Sengupta,Medium,Converted to PO
PR-30906,2026-05-19,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,11,Pair,2026-06-03,Warinder Chauhan,Low,Converted to PO
PR-30907,2025-10-12,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5033,Solar Module 550Wp Bifacial,Solar Panels,11,Nos,2025-11-09,Baljiwan Bhandari,Medium,Converted to PO
PR-30908,2026-06-26,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,17,Nos,2026-07-17,Bhavini Bose,High,Converted to PO
PR-30909,2026-03-16,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5049,Deep Cycle Battery 200Ah,Batteries,36,Nos,2026-03-24,Baljiwan Bhandari,Medium,Cancelled
PR-30910,2025-09-12,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5004,LED Flood Light 100W,Electrical,28,Nos,2025-10-01,Bhavini Bose,Medium,Rejected
PR-30911,2025-12-13,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,9,Nos,2026-01-03,Michael Borra,Low,Converted to PO
PR-30912,2026-03-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,9,Nos,2026-03-24,Riya Mitter,High,Converted to PO
PR-30913,2025-11-26,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,16,Sheet,2025-12-21,Michael Borra,Low,Converted to PO
PR-30914,2026-05-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,53,Nos,2026-06-11,Michael Borra,High,Converted to PO
PR-30915,2025-12-29,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5049,Deep Cycle Battery 200Ah,Batteries,16,Nos,2026-01-18,Wakeeta Shetty,Low,Pending Approval
PR-30916,2026-05-22,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,27,Sheet,2026-06-03,Ria Bir,Medium,Converted to PO
PR-30917,2025-12-30,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5007,Junction Box IP65,Electrical,11,Nos,2026-01-18,Benjamin Sengupta,High,Converted to PO
PR-30918,2025-10-24,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5049,Deep Cycle Battery 200Ah,Batteries,16,Nos,2025-11-21,Baljiwan Bhandari,High,Converted to PO
PR-30919,2025-12-30,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,27,Coil,2026-01-19,Dayita Shenoy,Medium,Converted to PO
PR-30920,2026-07-08,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,50,Coil,2026-07-25,Baljiwan Bhandari,Medium,Converted to PO
PR-30921,2026-03-25,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,15,Roll,2026-04-15,Wakeeta Shetty,Medium,Converted to PO
PR-30922,2025-11-16,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5030,Kerb Stone Precast,Road Construction Materials,30,Nos,2025-12-12,Riya Mitter,Medium,Converted to PO
PR-30923,2026-03-08,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5035,Module Mounting Structure (per kW),Solar Panels,10,kW Set,2026-03-16,Warinder Chauhan,Medium,Converted to PO
PR-30924,2026-01-16,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5027,Ready Mix Concrete M25,Road Construction Materials,18,Cum,2026-01-31,Dayita Shenoy,Medium,Converted to PO
PR-30925,2026-06-07,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,57,Nos,2026-07-02,Ria Bir,Medium,Rejected
PR-30926,2026-02-15,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5010,MCCB 200A,Electrical,14,Nos,2026-02-27,Ria Bir,Medium,Converted to PO
PR-30927,2025-12-23,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,11,Nos,2026-01-09,Benjamin Sengupta,Medium,Converted to PO
PR-30928,2026-01-26,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5039,Earthing Kit for Module Structure,Solar Panels,12,Set,2026-02-10,Wakeeta Shetty,Medium,Converted to PO
PR-30929,2026-02-15,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5027,Ready Mix Concrete M25,Road Construction Materials,33,Cum,2026-02-28,Yashica Rajagopalan,High,Converted to PO
PR-30930,2026-07-27,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5052,PVC Elbow 4 inch,Plumbing Materials,37,Nos,2026-08-06,Benjamin Sengupta,Medium,Converted to PO
PR-30931,2025-11-06,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5005,Modular Switch 6A,Electrical,30,Nos,2025-11-20,Dayita Shenoy,Medium,Converted to PO
PR-30932,2026-06-05,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5054,Water Tank 1000L HDPE,Plumbing Materials,9,Nos,2026-07-02,Baljiwan Bhandari,Medium,Converted to PO
PR-30933,2025-09-14,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5027,Ready Mix Concrete M25,Road Construction Materials,21,Cum,2025-09-25,Warinder Chauhan,Low,Rejected
PR-30934,2026-03-10,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5004,LED Flood Light 100W,Electrical,40,Nos,2026-04-06,Bhavini Bose,Low,Converted to PO
PR-30935,2026-01-24,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,16,Nos,2026-02-09,Dayita Shenoy,Medium,Converted to PO
PR-30936,2026-03-07,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,48,Nos,2026-03-30,Yashica Rajagopalan,High,Cancelled
PR-30937,2026-05-28,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,13,Sheet,2026-06-10,Michael Borra,Medium,Converted to PO
PR-30938,2026-05-25,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,21,Coil,2026-06-08,Daksh Pandey,High,Converted to PO
PR-30939,2026-06-15,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5027,Ready Mix Concrete M25,Road Construction Materials,29,Cum,2026-07-12,Michael Borra,Medium,Converted to PO
PR-30940,2026-07-28,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5033,Solar Module 550Wp Bifacial,Solar Panels,45,Nos,2026-08-19,Daksh Pandey,Medium,Converted to PO
PR-30941,2026-06-23,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5014,MDF Board 12mm (8x4 ft),Carpentry,6,Sheet,2026-07-18,Wakeeta Shetty,Medium,Pending Approval
PR-30942,2026-02-15,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5056,Concealed Cistern with Frame,Plumbing Materials,17,Set,2026-03-15,Aahana Hora,Medium,Converted to PO
PR-30943,2026-04-02,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5054,Water Tank 1000L HDPE,Plumbing Materials,14,Nos,2026-04-12,Bhavini Bose,Medium,Converted to PO
PR-30944,2026-07-07,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5007,Junction Box IP65,Electrical,11,Nos,2026-08-01,Michael Borra,Medium,Converted to PO
PR-30945,2026-05-24,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5008,Earthing Strip GI 25x3mm,Electrical,11,Mtr,2026-06-07,Warinder Chauhan,Low,Converted to PO
PR-30946,2026-05-22,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5037,MC4 Connector Pair,Solar Panels,38,Pair,2026-06-09,Bhavini Bose,Medium,Converted to PO
PR-30947,2025-12-17,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5002,MCB 32A Single Pole,Electrical,32,Nos,2026-01-16,Ekanta Soni,High,Converted to PO
